Source,Target,weight
SMDDL,RIAL,3734400
BWM-VR05,BWM-VR03,14056080
BWM-VR05,BWM-VR07,6419520
BWM-VR05,SMDVL,364320
BWM-VR05,SMDDR,30000
BWM-VR05,RMDDR,183120
BWM-VR05,RMEV,264240
BWM-VR05,RMEL,30480
BWM-VR05,RMED,579600
BWM-VR05,SAADR,1920
BWM-VR05,SIBDR,136320
BWM-VR05,RIVL,290400
BWM-VR05,PVR,1200
BWM-VR05,URYVR,190800
BWM-VR05,URAVR,21600
BWM-VR05,BWM-VL05,656400
BWM-VR05,BWM-VL07,32160
BWM-VR05,BWM-VL03,300960
BWM-VR05,RMDVR,449040
BWM-VR05,RMDVL,2233920
BWM-VR05,SMBVR,628560
BWM-VR04,BWM-DR02,632400
BWM-VR04,SMDVL,37440
BWM-VR04,PLNR,1680
BWM-VR04,RMGR,377040
BWM-VR04,RMDDR,108480
BWM-VR04,RMEL,959760
BWM-VR04,RIML,272640
BWM-VR04,BWM-DR04,3100320
BWM-VR04,BWM-DR06,59280
BWM-VR04,BWM-DR08,31920
BWM-VR04,SIBDR,198000
BWM-VR04,RIVL,372960
BWM-VR04,IL1R,69120
BWM-VR04,PVR,6240
BWM-VR04,URAVR,246960
BWM-VR04,BWM-VR06,11266080
BWM-VR04,RMFL,788400
BWM-VR04,OLQVR,5040
BWM-VR04,RIPR,7200
BWM-VR04,RMDVL,1879920
BWM-VR04,ADER,9840
BWM-VR04,SMBVR,606000
BWM-VR04,RMDL,784560
BWM-VR04,unknownFLPR,20640
BWM-VR04,IL1VR,48480
BWM-VR04,RMHL,9600
BWM-VR04,RIAL,15360
BWM-VR03,BWM-VR07,1159680
BWM-VR03,SMDVL,602400
BWM-VR03,SMDDR,149280
BWM-VR03,RMDDR,10080
BWM-VR03,RMEV,304320
BWM-VR03,RMEL,125280
BWM-VR03,RMED,1188000
BWM-VR03,SAADR,27840
BWM-VR03,SIBDR,65280
BWM-VR03,OLLL,168000
BWM-VR03,RIVL,90480
BWM-VR03,URYVR,253200
BWM-VR03,URAVR,884160
BWM-VR03,BWM-VL05,427920
BWM-VR03,BWM-VL07,77280
BWM-VR03,BWM-VL01,489120
BWM-VR03,BWM-VL03,2068560
BWM-VR03,RMDVR,138720
BWM-VR03,RIPR,30000
BWM-VR03,RMDVL,1755360
BWM-VR03,SMBVR,316800
BWM-VR03,IL1VR,214080
RICL,IL2R,84960
RICL,URXR,930720
RICL,SMDVR,812400
RICL,IL2L,107280
RICL,SMDVL,519600
RICL,URXL,1258800
RICL,ASEL,6720
RICL,ALNL,8880
RICL,RIMR,1024080
RICL,SIADR,204480
RICL,ADAR,2300160
RICL,PVCL,684960
RICL,SMDDR,1743360
RICL,ADAL,1057200
RICL,RMGR,184560
RICL,RMDDR,874560
RICL,RIML,783120
RICL,SIBVL,406080
RICL,SAADR,30720
RICL,SIADL,1603680
RICL,AVHL,443760
RICL,AVHR,31920
RICL,BWM-DR05,30720
RICL,AVBL,232320
RICL,SIBDR,1002960
RICL,RIVL,1210320
RICL,DVA,265440
RICL,SMBDR,1140000
RICL,ASGL,737280
RICL,SMBDL,1440480
RICL,RIVR,2217600
RICL,SIBDL,1023120
RICL,OLQDR,172800
RICL,PVR,175440
RICL,AVEL,1440
RICL,IL2DL,180720
RICL,AIML,984000
RICL,OLQVL,393120
RICL,URADL,123360
RICL,URAVL,7200
RICL,ASER,56880
RICL,URYVR,216480
RICL,URAVR,8400
RICL,AVFL,4320
RICL,SDQR,1019760
RICL,RMGL,1902480
RICL,RMFL,72960
RICL,OLQDL,323760
RICL,AVFR,9600
RICL,AIBR,175680
RICL,AVKR,474000
RICL,RMDVR,14160
RICL,RIPL,18240
RICL,RMDVL,381600
RICL,AVKL,368400
RICL,URADR,19920
RICL,ADFR,469440
RICL,AWAR,14640
RICL,ASIL,11040
RICL,AVM,22320
RICL,RIS,595680
RICL,PVPL,68640
RICL,AVAR,1114080
RICL,PVPR,173760
RICL,SMBVR,143520
RICL,SAADL,79200
RICL,RMDL,283440
RICL,RMHR,2918400
RICL,AWAL,62160
RICL,AIZL,779040
RICL,IL1VR,183360
RICL,SIBVR,2274000
RICL,SMBVL,2307600
RICL,RMHL,4221360
RICL,IL2VR,219120
RICL,IL1VL,179760
RICL,ASHL,101280
RICL,IL2VL,162960
RICL,PLNL,98160
RICL,SIAVL,2315040
RICL,AVDR,487200
RICL,AQR,518880
RICL,SIAVR,147360
RICL,AVDL,157920
RICL,ASHR,79920
IL2R,ASJR,136800
IL2R,PVQR,6240
IL2R,URXR,566160
IL2R,SMDVR,200880
IL2R,ASEL,183840
IL2R,ALA,180240
IL2R,RMGR,369600
IL2R,IL1DR,268080
IL2R,RMER,1243680
IL2R,RMEV,942000
IL2R,RMEL,5060880
IL2R,RMED,1133520
IL2R,AINL,42240
IL2R,SIBDR,129600
IL2R,IL1R,2393040
IL2R,RIVR,63120
IL2R,OLLR,1671840
IL2R,OLQDR,2036640
IL2R,IL2DR,101040
IL2R,AVER,168000
IL2R,ASER,53520
IL2R,URAVR,986880
IL2R,BAGR,104160
IL2R,AFDR,31200
IL2R,AVFR,101040
IL2R,AIBR,31680
IL2R,OLQVR,1138080
IL2R,RIPR,66240
IL2R,URADR,1418160
IL2R,ADER,1580160
IL2R,SMBVR,377520
IL2R,RMDL,184560
IL2R,IL1VR,87840
IL2R,ASIR,73200
IL2R,IL2VR,128400
ALMR,URXR,707760
ALMR,ADAR,1167600
ALMR,RMGR,329760
ALMR,ALNR,42240
ALMR,PVNR,1640880
ALMR,AINR,298560
ALMR,SIBVL,260400
ALMR,SIADL,1178400
ALMR,AVHR,411120
ALMR,AVBL,841680
ALMR,PVNL,1176480
ALMR,RMDDL,144480
ALMR,SMBDL,633360
ALMR,SIBDL,881760
ALMR,PVR,1351440
ALMR,RIFR,361920
ALMR,AIMR,647280
ALMR,AVER,198480
ALMR,SDQR,2761680
ALMR,BDUR,1765200
ALMR,AVFR,576960
ALMR,PVCR,1430880
ALMR,ADER,1528800
ALMR,AVM,1037760
ALMR,SAADL,69360
ALMR,unknownFLPR,151680
ALMR,AVDR,2634240
ALMR,AVDL,1212240
BWM-DR02,IL1DR,362640
BWM-DR02,RMDDR,10560
BWM-DR02,RMER,32160
BWM-DR02,RMEV,129600
BWM-DR02,RMEL,1635360
BWM-DR02,RMED,11040
BWM-DR02,BWM-DR01,3316080
BWM-DR02,BWM-DR03,443040
BWM-DR02,BWM-DR05,15600
BWM-DR02,BWM-DR04,8150160
BWM-DR02,BWM-DR06,93840
BWM-DR02,BWM-DR08,960
BWM-DR02,IL1R,657840
BWM-DR02,RMDDL,606960
BWM-DR02,SMBDL,54240
BWM-DR02,IL2DR,24240
BWM-DR02,URAVR,27120
BWM-DR02,RMFL,254640
BWM-DR02,RMDVR,129120
BWM-DR02,RIPR,211680
BWM-DR02,RMDVL,99600
BWM-DR02,URADR,1457040
BWM-DR02,RMDL,105120
BWM-DR02,RMHL,141600
ASJR,PVQR,6699840
ASJR,ASGR,278400
ASJR,ALA,1616880
ASJR,RIMR,13680
ASJR,RMGR,655920
ASJR,IL1DR,4560
ASJR,AIAR,786960
ASJR,PVNR,11760
ASJR,AINR,241440
ASJR,SIADL,24000
ASJR,AVHR,40800
ASJR,RIBR,46080
ASJR,IL1R,49440
ASJR,SMBDL,40560
ASJR,OLLR,57120
ASJR,SIBDL,21840
ASJR,OLQDR,27120
ASJR,RIFR,35280
ASJR,AIMR,5707200
ASJR,AIML,309600
ASJR,ASER,869760
ASJR,AVFL,607680
ASJR,BDUR,29280
ASJR,AVFR,2067120
ASJR,AIBR,14160
ASJR,AWAR,208320
ASJR,ADER,70800
ASJR,SMBVR,513360
ASJR,unknownFLPR,610800
ASJR,ASIR,130320
ASJR,AVDR,25680
ASJR,ASHR,60720
PVQR,ASGR,38160
PVQR,ALA,1896480
PVQR,ADAR,389040
PVQR,RMGR,1772400
PVQR,AIAR,2406000
PVQR,PVNR,756240
PVQR,SIBVL,28320
PVQR,PVNL,1429200
PVQR,OLLR,6000
PVQR,SIBDL,2640
PVQR,RIFR,374400
PVQR,AIMR,1249440
PVQR,ASER,899520
PVQR,AVFL,2862960
PVQR,BDUR,699840
PVQR,AVFR,1692960
PVQR,AIBR,86160
PVQR,AWAR,1470480
PVQR,AVM,87840
PVQR,SMBVR,1440
PVQR,unknownFLPR,120960
PVQR,AVDR,9120
PVQR,AVDL,9360
PVQR,ASHR,679440
BWM-VR07,SMDVL,196800
BWM-VR07,RMDDR,174000
BWM-VR07,RMEV,267120
BWM-VR07,RMED,15600
BWM-VR07,RIVL,604080
BWM-VR07,BWM-VL05,29520
BWM-VR07,BWM-VL07,431280
BWM-VR07,BWM-VL03,27600
BWM-VR07,RMDVR,372720
BWM-VR07,RMDVL,1837200
BWM-VR07,SMBVR,216000
BWM-VR07,RIAL,139440
URXR,ASEL,22080
URXR,SIADR,174240
URXR,ADAR,4595040
URXR,RMGR,2859120
URXR,IL1DR,30240
URXR,AIAR,110400
URXR,RIR,4960320
URXR,AUAR,5011200
URXR,AINR,22080
URXR,SIADL,29760
URXR,AVHL,422880
URXR,AVHR,127200
URXR,AINL,546960
URXR,AVBL,49920
URXR,RIBR,611760
URXR,IL1R,126480
URXR,DVA,707040
URXR,DVC,2880
URXR,SMBDL,403920
URXR,RIVR,27600
URXR,OLLR,211440
URXR,SIBDL,14400
URXR,RIFR,248880
URXR,AIMR,2862720
URXR,RMFR,270240
URXR,IL2DR,950880
URXR,AVER,561120
URXR,URYVR,609360
URXR,URAVR,150960
URXR,AVFL,147600
URXR,RIGR,2550480
URXR,AVFR,167280
URXR,BAGL,127680
URXR,OLQVR,225600
URXR,RIPR,102480
URXR,URADR,45360
URXR,ADFR,1403520
URXR,AIBL,215520
URXR,ADER,9360
URXR,AVAR,40560
URXR,PVPR,1099680
URXR,SMBVR,960
URXR,RMHR,3840
URXR,unknownFLPR,24480
URXR,IL1VR,367200
URXR,ASIR,69600
URXR,RMHL,52560
URXR,IL2VR,125040
URXR,AIZR,225120
URXR,RIAR,4327200
URXR,AVDR,30960
URXR,AQR,212160
URXR,SIAVR,10800
URXR,AVDL,32880
URXR,ASHR,1314000
SMDVR,SMDVR,5760
SMDVR,SMDVL,1596000
SMDVR,ALNL,565680
SMDVR,RIMR,4193760
SMDVR,SIADR,1891200
SMDVR,BDUL,272400
SMDVR,SMDDR,438240
SMDVR,ADAL,813360
SMDVR,IL1DR,18240
SMDVR,ALNR,7920
SMDVR,RMEV,1754880
SMDVR,RIML,3027600
SMDVR,RMED,67680
SMDVR,AINR,367200
SMDVR,SAADR,321360
SMDVR,SIADL,3150000
SMDVR,BWM-VL08,13200
SMDVR,BWM-DR01,58080
SMDVR,BWM-DR03,97440
SMDVR,AVHR,452640
SMDVR,BWM-DR05,39600
SMDVR,AINL,57840
SMDVR,AVBL,133920
SMDVR,SIBDR,505920
SMDVR,RIBR,186480
SMDVR,OLLL,2142720
SMDVR,RIVL,312480
SMDVR,IL1R,118080
SMDVR,DVA,1327680
SMDVR,SMBDR,487680
SMDVR,RMDDL,1323360
SMDVR,RIVR,4860720
SMDVR,OLLR,159360
SMDVR,SIBDL,150720
SMDVR,OLQDR,13440
SMDVR,URYVL,546240
SMDVR,RMFR,314640
SMDVR,AVER,1734480
SMDVR,RIBL,1800720
SMDVR,BAGR,360480
SMDVR,SDQR,368400
SMDVR,RIGL,1440
SMDVR,RMGL,785520
SMDVR,BWM-VL05,596400
SMDVR,BWM-VL04,19200
SMDVR,BWM-VL07,116160
SMDVR,BWM-VL06,112560
SMDVR,BWM-VL01,20160
SMDVR,RMFL,341280
SMDVR,BWM-VL03,387360
SMDVR,SDQL,30000
SMDVR,AVFR,568320
SMDVR,BAGL,75360
SMDVR,AIBR,96720
SMDVR,AVKR,1130400
SMDVR,RMDVR,220800
SMDVR,RMDVL,69120
SMDVR,AIBL,814800
SMDVR,ADER,1366560
SMDVR,RIS,3792480
SMDVR,AVAR,3351360
SMDVR,SABVL,5280
SMDVR,ADEL,1719840
SMDVR,SAADL,3637680
SMDVR,RMDL,40800
SMDVR,RMHR,835680
SMDVR,unknownFLPR,389280
SMDVR,SIBVR,347520
SMDVR,SMBVL,896640
SMDVR,RMHL,1707120
SMDVR,AIZR,240
SMDVR,RIAR,3993840
SMDVR,PLNL,959760
SMDVR,SIAVL,2178480
SMDVR,AVDR,295440
SMDVR,RIAL,3901440
IL2L,SMDVL,196800
IL2L,URXL,414240
IL2L,ASEL,21120
IL2L,ALA,161040
IL2L,AUAL,16800
IL2L,RMER,6097200
IL2L,RMEV,899520
IL2L,RMEL,817440
IL2L,RMED,1043760
IL2L,AINR,144960
IL2L,SIBVL,49200
IL2L,SAADR,100320
IL2L,OLLL,2200080
IL2L,RIVL,113280
IL2L,SMBDL,19920
IL2L,IL1L,1474800
IL2L,SIBDL,123600
IL2L,AVEL,67920
IL2L,IL2DL,111120
IL2L,OLQVL,1227600
IL2L,RIBL,137520
IL2L,URADL,1512720
IL2L,URAVL,1571520
IL2L,ASER,23760
IL2L,AVFL,30000
IL2L,AFDL,24240
IL2L,RMGL,512880
IL2L,OLQDL,2215440
IL2L,RIPL,35280
IL2L,AIBL,38640
IL2L,ASIL,213600
IL2L,ADEL,353520
IL2L,RMDL,138240
IL2L,RMHR,12960
IL2L,AWAL,6480
IL2L,SIBVR,123120
IL2L,SMBVL,500400
IL2L,IL1VL,324000
IL2L,IL2VL,244080
IL2L,SIAVL,248640
SMDVL,ASGR,6000
SMDVL,ALNL,1307520
SMDVL,RIMR,3380160
SMDVL,SIADR,3153360
SMDVL,ADAR,955920
SMDVL,SMDDR,11351760
SMDVL,PLNR,901680
SMDVL,RMGR,268080
SMDVL,ALNR,423360
SMDVL,AUAL,1200
SMDVL,RMDDR,883680
SMDVL,RMEV,2075280
SMDVL,RIML,3953520
SMDVL,RMED,19680
SMDVL,AINR,53520
SMDVL,SAADR,6291840
SMDVL,SIADL,2354640
SMDVL,AVHL,1621680
SMDVL,BWM-DR05,3120
SMDVL,AINL,135840
SMDVL,SIBDR,205680
SMDVL,RIBR,1289520
SMDVL,OLLL,527280
SMDVL,RIVL,5028720
SMDVL,DVA,947520
SMDVL,SMBDR,228000
SMDVL,SMBDL,523920
SMDVL,IL1L,361680
SMDVL,RIVR,301200
SMDVL,OLLR,1146960
SMDVL,SIBDL,314160
SMDVL,AVEL,1236000
SMDVL,RMFR,431520
SMDVL,RIBL,333840
SMDVL,URYVR,1140960
SMDVL,BWM-VR06,10320
SMDVL,BWM-VL07,30240
SMDVL,RMFL,77520
SMDVL,BWM-VL03,58080
SMDVL,OLQDL,102720
SMDVL,BAGL,261600
SMDVL,AIBR,968640
SMDVL,PVCR,30960
SMDVL,AVKR,54720
SMDVL,RMDVR,84000
SMDVL,RMDVL,920160
SMDVL,AVKL,1446720
SMDVL,AIBL,14160
SMDVL,ASIL,26880
SMDVL,ADER,256080
SMDVL,RIS,4781040
SMDVL,AVAR,765120
SMDVL,SMBVR,1518960
SMDVL,ADEL,1180080
SMDVL,SAADL,300480
SMDVL,RMDL,1332240
SMDVL,RMHR,915840
SMDVL,RMHL,756720
SMDVL,RIAR,4904880
SMDVL,AVDR,192000
SMDVL,AQR,43920
SMDVL,SIAVR,1276560
SMDVL,AVDL,119760
SMDVL,RIAL,4308480
URXL,ALA,221520
URXL,BDUL,260400
URXL,AWBL,209520
URXL,AIYL,448320
URXL,SMDDR,136800
URXL,ADAL,3429120
URXL,AUAL,6808320
URXL,RIR,5261280
URXL,AIAL,210720
URXL,RIML,20400
URXL,AINR,77520
URXL,AVHL,132480
URXL,ADFL,2550240
URXL,AVHR,681120
URXL,AINL,461760
URXL,AVBL,2160
URXL,SIBDR,163680
URXL,OLLL,113040
URXL,SMBDR,110880
URXL,IL1L,188400
URXL,PVR,25680
URXL,AVEL,699600
URXL,IL2DL,293520
URXL,AIML,3723840
URXL,OLQVL,76800
URXL,RIFL,112320
URXL,RIBL,415200
URXL,BAGR,680640
URXL,RIGL,2390880
URXL,AFDL,231120
URXL,RMGL,2492160
URXL,RMFL,247920
URXL,SDQL,2640
URXL,OLQDL,6960
URXL,AVFR,6960
URXL,AIBR,3120
URXL,RIPL,33840
URXL,ASIL,16560
URXL,PVPL,1088400
URXL,ADEL,24000
URXL,RMHR,170160
URXL,AIZL,496560
URXL,SMBVL,7440
URXL,ASHL,1604400
URXL,AQR,167040
URXL,AVDL,111360
URXL,RIAL,3482400
ASEL,ALA,2640
ASEL,AWBL,1856880
ASEL,AIYL,5712240
ASEL,ADAL,3840
ASEL,AUAL,362160
ASEL,AIAR,432480
ASEL,RIR,480
ASEL,AIAL,1834080
ASEL,AUAR,18480
ASEL,AINR,783360
ASEL,ADFL,830160
ASEL,AINL,2455200
ASEL,RIBR,21360
ASEL,OLLL,12240
ASEL,IL1R,182160
ASEL,ASGL,976560
ASEL,OLLR,93600
ASEL,ASER,326880
ASEL,BAGR,699840
ASEL,AFDL,1050000
ASEL,RMGL,22560
ASEL,RMFL,20160
ASEL,AFDR,3936720
ASEL,BAGL,943680
ASEL,AIBR,397200
ASEL,ADFR,83760
ASEL,AIBL,6956640
ASEL,ASIL,1932480
ASEL,AWAL,7983120
ASEL,AIZL,729120
ASEL,ASIR,109440
ASEL,AIZR,442080
ASEL,ASHL,2048160
ASEL,RIAR,139680
ASGR,PLNR,224400
ASGR,RMGR,13440
ASGR,AIAR,6181920
ASGR,AINR,351120
ASGR,SIBVL,6240
ASGR,PVNL,1680
ASGR,AIMR,5500320
ASGR,ASER,806400
ASGR,AFDR,2400
ASGR,BAGL,22080
ASGR,AIBR,1083120
ASGR,AWAR,744960
ASGR,SMBVR,650640
ASGR,ASIR,2567040
ASGR,AIZR,365040
ASGR,ASHR,126960
ALA,ALNL,36960
ALA,SIADR,12000
ALA,SMDDR,108960
ALA,RMGR,74160
ALA,IL1DR,103680
ALA,RMDDR,28320
ALA,SIADL,106080
ALA,AVHL,93840
ALA,AVHR,190320
ALA,SIBDR,130320
ALA,OLLL,51360
ALA,IL1R,14640
ALA,SMBDR,9840
ALA,IL1L,1200
ALA,OLLR,62160
ALA,SIBDL,46080
ALA,OLQDR,93120
ALA,AVEL,933360
ALA,IL2DL,28800
ALA,AIMR,720
ALA,AIML,9120
ALA,AVER,425040
ALA,RIFL,21600
ALA,URADL,10080
ALA,ASER,88560
ALA,AVFL,71760
ALA,OLQDL,109920
ALA,AVFR,14640
ALA,URADR,3360
ALA,AWAR,88080
ALA,ADER,13440
ALA,AVAR,91440
ALA,SMBVR,80400
ALA,AWAL,4320
ALA,unknownFLPR,307680
ALA,SMBVL,114000
ALA,AVDR,142560
ALA,AVDL,114240
ALNL,RIMR,488400
ALNL,SIADR,1518000
ALNL,SMDDR,1928640
ALNL,ADAL,6000
ALNL,RMDDR,206160
ALNL,SAADR,600480
ALNL,AINL,15360
ALNL,SIBDR,166800
ALNL,OLLL,12480
ALNL,SMBDR,1586400
ALNL,RIVR,356400
ALNL,RMFR,893280
ALNL,AVFL,103440
ALNL,RIGL,132240
ALNL,RMGL,1848000
ALNL,AVKR,458160
ALNL,RMDVL,25680
ALNL,AVAR,24960
ALNL,ADEL,1183200
ALNL,SAADL,274800
ALNL,RMHR,1247040
ALNL,RMHL,518400
ALNL,SIAVL,22560
ALNL,RIAL,59040
RIMR,SIADR,1908240
RIMR,ADAR,5661360
RIMR,SMDDR,1962960
RIMR,ADAL,170400
RIMR,RMGR,126960
RIMR,BWM-DL04,655920
RIMR,RMEV,319440
RIMR,BWM-DL08,2400
RIMR,RIML,1095600
RIMR,RMED,3120
RIMR,AUAR,479280
RIMR,SIBVL,729840
RIMR,SAADR,5550000
RIMR,SIADL,141600
RIMR,AVHL,219840
RIMR,BWM-VL08,57840
RIMR,AINL,267840
RIMR,AVBL,1613280
RIMR,SIBDR,1485120
RIMR,RIBR,2317440
RIMR,OLLL,13920
RIMR,RIVL,211920
RIMR,DVA,750480
RIMR,SMBDR,398160
RIMR,RIVR,789120
RIMR,OLLR,105600
RIMR,SIBDL,984240
RIMR,AVEL,543840
RIMR,RIFR,3681840
RIMR,RMFR,5673600
RIMR,AVER,1705200
RIMR,RIBL,982560
RIMR,ASER,25200
RIMR,URYVR,60720
RIMR,SDQR,196320
RIMR,RIGL,208800
RIMR,RMGL,66720
RIMR,BDUR,343200
RIMR,BWM-VL04,527280
RIMR,BWM-VL06,887040
RIMR,RMFL,2933040
RIMR,AFDR,12960
RIMR,RIGR,120000
RIMR,AVFR,134160
RIMR,BAGL,12000
RIMR,AIBR,686160
RIMR,PVCR,960
RIMR,AVKR,6197280
RIMR,AVKL,3703680
RIMR,ADFR,176640
RIMR,AIBL,6158160
RIMR,AWAR,69840
RIMR,AVM,389040
RIMR,RIS,4188960
RIMR,PVPL,4320
RIMR,AVAR,2910240
RIMR,PVPR,93360
RIMR,SMBVR,541680
RIMR,SAADL,7524240
RIMR,RMDL,8470080
RIMR,AIZL,57600
RIMR,ASIR,86160
RIMR,SIBVR,867120
RIMR,RMHL,180720
RIMR,AIZR,5401920
RIMR,RIAR,2340960
RIMR,AVDR,399840
RIMR,AQR,1680
RIMR,SIAVR,370560
RIMR,AVDL,573120
RIMR,ASHR,408960
SIADR,ADAR,480
SIADR,PVCL,44160
SIADR,SMDDR,1846800
SIADR,ADAL,125280
SIADR,RMGR,251760
SIADR,RMDDR,1065840
SIADR,RMEV,183120
SIADR,RIML,168960
SIADR,SIBVL,1414320
SIADR,SAADR,1402080
SIADR,SIADL,645360
SIADR,AVHL,336000
SIADR,AINL,302640
SIADR,AVBL,416400
SIADR,SIBDR,3358320
SIADR,RIBR,100080
SIADR,RIVL,48000
SIADR,DVA,2288400
SIADR,SMBDR,5734320
SIADR,RMDDL,462480
SIADR,SIBDL,197520
SIADR,PVT,10560
SIADR,AVEL,410880
SIADR,RMFR,409680
SIADR,AVER,352080
SIADR,RIFL,96480
SIADR,RIBL,34800
SIADR,URYVR,394560
SIADR,URAVR,76320
SIADR,AVFL,2880
SIADR,RMGL,454080
SIADR,RIGR,645840
SIADR,SDQL,607680
SIADR,OLQDL,157680
SIADR,AVFR,720
SIADR,AVKR,351600
SIADR,RMDVR,1247280
SIADR,RMDVL,362400
SIADR,AVKL,1121280
SIADR,AIBL,1838880
SIADR,RIS,626160
SIADR,AVAR,324000
SIADR,SMBVR,1650480
SIADR,ADEL,392160
SIADR,SAADL,25440
SIADR,RMDL,1129680
SIADR,RMHR,175200
SIADR,IL1VR,104880
SIADR,SIBVR,711120
SIADR,RMHL,258480
SIADR,IL2VR,33600
SIADR,AIZR,482160
SIADR,RIAR,1878000
SIADR,AQR,12240
SIADR,SIAVR,3195360
SIADR,AVDL,216960
SIADR,RIAL,281280
BDUL,AIYL,67680
BDUL,ADAL,362880
BDUL,RMDDR,5760
BDUL,RMEV,61920
BDUL,RIML,737040
BDUL,PVNR,3837840
BDUL,AVHL,604080
BDUL,AVHR,70560
BDUL,AVBL,900480
BDUL,PVNL,3326400
BDUL,SMBDR,93840
BDUL,IL1L,14640
BDUL,PVR,174000
BDUL,AVEL,150240
BDUL,IL2DL,86640
BDUL,AIML,165600
BDUL,RMFR,28320
BDUL,RIFL,4329600
BDUL,URADL,95040
BDUL,AVFL,278400
BDUL,RIGL,111840
BDUL,RMGL,325920
BDUL,BDUR,124080
BDUL,SDQL,963840
BDUL,AVFR,2384880
BDUL,PVCR,302400
BDUL,AVKR,804000
BDUL,ADER,111840
BDUL,AVM,1375200
BDUL,PVPL,233760
BDUL,AVAR,571200
BDUL,ADEL,808560
BDUL,SAADL,31680
BDUL,SIBVR,29760
BDUL,PLNL,11280
BDUL,SIAVL,74400
BDUL,AVDR,1374480
BDUL,AVDL,221760
ADAR,SMDDR,18240
ADAR,ADAL,93360
ADAR,PLNR,1920
ADAR,RMGR,981600
ADAR,AIAR,508320
ADAR,SIBVL,240
ADAR,SAADR,698640
ADAR,AVHL,418320
ADAR,AVBL,1222560
ADAR,SIBDR,241680
ADAR,RIVL,241440
ADAR,DVA,937200
ADAR,SMBDR,529440
ADAR,DVC,960
ADAR,RIVR,44880
ADAR,OLQDR,136800
ADAR,PVR,48720
ADAR,PVT,7920
ADAR,RIFR,491280
ADAR,AIMR,92640
ADAR,RMFR,212160
ADAR,IL2DR,154080
ADAR,AVER,201120
ADAR,URYVR,331200
ADAR,URAVR,109680
ADAR,AVFL,16560
ADAR,SDQR,487440
ADAR,BDUR,86160
ADAR,AVFR,5520
ADAR,AIBR,290400
ADAR,PVCR,1440
ADAR,OLQVR,395280
ADAR,RIPR,422400
ADAR,RMDVL,45600
ADAR,AVKL,40080
ADAR,URADR,91680
ADAR,ADFR,129840
ADAR,AIBL,36480
ADAR,AWAR,135840
ADAR,ADER,520320
ADAR,AVAR,901920
ADAR,PVPR,293040
ADAR,SMBVR,797280
ADAR,ADEL,451680
ADAR,RMHR,123600
ADAR,unknownFLPR,17280
ADAR,IL1VR,97200
ADAR,SIBVR,4560
ADAR,IL2VR,66480
ADAR,AIZR,1440
ADAR,RIAR,348720
ADAR,AVDR,374880
ADAR,AQR,1479840
ADAR,SIAVR,202560
ADAR,AVDL,312720
ADAR,ASHR,4174080
PVCL,AWBL,20400
PVCL,ADAL,8160
PVCL,RMGR,129840
PVCL,AIAR,10800
PVCL,RIR,30960
PVCL,RIML,443760
PVCL,SIBVL,547200
PVCL,SIADL,29280
PVCL,AVHL,196800
PVCL,AVHR,2455200
PVCL,AVBL,6242640
PVCL,SIBDR,12480
PVCL,RIVL,2880
PVCL,DVA,2075280
PVCL,SMBDL,124560
PVCL,SIBDL,195120
PVCL,AVEL,375840
PVCL,AIMR,83040
PVCL,AIML,5280
PVCL,OLQVL,11760
PVCL,AVER,1538400
PVCL,BAGR,21840
PVCL,PVCR,1732800
PVCL,AVKR,14160
PVCL,RMDVR,74400
PVCL,AIBL,151440
PVCL,ADER,304800
PVCL,AVM,2277600
PVCL,RIS,708240
PVCL,PVPL,3641040
PVCL,AVAR,693120
PVCL,PVPR,1039680
PVCL,SMBVR,145440
PVCL,SAADL,167760
PVCL,RMHR,166080
PVCL,SIBVR,371520
PVCL,SMBVL,6960
PVCL,ASHL,217920
PVCL,SIAVL,571440
PVCL,AVDR,2063520
PVCL,AQR,4458720
PVCL,SIAVR,353040
PVCL,AVDL,676800
PVCL,ASHR,428880
AWBL,AIYL,1170960
AWBL,ADAL,273360
AWBL,AUAL,522000
AWBL,AIAR,68640
AWBL,RIR,648720
AWBL,AIAL,1106160
AWBL,AUAR,1680
AWBL,ADFL,5348880
AWBL,AVHR,3264240
AWBL,AVBL,26400
AWBL,DVA,960
AWBL,ASGL,9840
AWBL,SMBDL,5760
AWBL,SIBDL,8640
AWBL,URYVL,16800
AWBL,AIML,895920
AWBL,OLQVL,30240
AWBL,RIFL,1047840
AWBL,RIBL,729120
AWBL,AVFL,6720
AWBL,RIGL,110160
AWBL,AFDL,241920
AWBL,RMGL,487920
AWBL,RMFL,39600
AWBL,AVFR,113760
AWBL,AIBR,213120
AWBL,AIBL,88800
AWBL,ASIL,295440
AWBL,PVPL,523920
AWBL,AWAL,6243120
AWBL,AIZL,3439200
AWBL,SMBVL,1456080
AWBL,AIZR,75360
AWBL,ASHL,2152320
AWBL,RIAL,127200
AWBL,ASHR,20640
AIYL,AUAL,5183760
AIYL,RMEV,770880
AIYL,RIR,1126800
AIYL,AIAL,276240
AIYL,RIML,913680
AIYL,AUAR,455520
AIYL,PVNR,47040
AIYL,AINR,751680
AIYL,ADFL,1064640
AIYL,AVHR,558000
AIYL,AINL,667200
AIYL,AVBL,409440
AIYL,RIBR,66960
AIYL,ASGL,225360
AIYL,SIBDL,131520
AIYL,AIML,1378800
AIYL,AVER,168960
AIYL,RIFL,58560
AIYL,RIBL,4065360
