Source,Target,weight
PVNL,R9AL,1
PVNL,R9AR,1
PVNL,R9BL,1
PVNL,PHDL,1
PVNL,PHDR,1
PVNL,HOB,1
PVNL,SPDL,1
PVNL,SPDR,1
PVNL,SPVL,1
PVNL,SPVR,1
PVNL,PVV,1
PVNL,PVX,1
PVNL,PVY,1
PVNL,EF01,1
PVNL,EF02,1
PVNL,EF03,1
PVNL,PGA,1
PVNL,CA04,1
PVNL,CP08,1
PVNL,CP09,1
PVNR,DVB,1
PVNR,AVL,1
PVNR,AVBR,1
PVNR,PDB,1
PVNR,VD12,1
PVNR,R1BR,1
PVNR,R2BR,1
PVNR,R3BL,1
PVNR,R4BR,1
PVNR,R5BR,1
PVNR,R7BR,1
PVNR,R8AR,1
PVNR,R8BR,1
PVNR,R9BR,1
PVNR,PHDR,1
PVNR,HOA,1
PVNR,SPVL,1
PVNR,PVV,1
PVNR,PVX,1
PVNR,PVY,1
PVNR,PVZ,1
PVNR,DVE,1
PVNR,EF01,1
PVNR,EF02,1
PVNR,EF03,1
PVNR,PDC,1
PVNR,CP07,1
AVG,AVJL,1
AVG,AVJR,1
AVG,AVL,1
AVG,AVBL,1
AVG,AVBR,1
AVG,DA09,1
AVG,VD13,1
AVG,R1BR,1
AVG,R2AL,1
AVG,R2AR,1
AVG,R3BR,1
AVG,R5BR,1
AVG,R7BR,1
AVG,R8AL,1
AVG,R9AR,1
AVG,R9BL,1
AVG,HOA,1
AVG,PCAL,1
AVG,PCAR,1
AVG,SPDL,1
AVG,PVV,1
AVG,PVX,1
AVG,PVZ,1
AVG,DVE,1
AVG,DVF,1
AVG,EF01,1
AVG,EF02,1
AVG,PGA,1
AVG,CA07,1
AVG,CP05,1
AVG,CP06,1
AVG,CP07,1
DVB,PVT,1
DVB,AVL,1
DVB,DD06,1
DVB,HOB,1
DVB,SPCL,1
DVB,SPCR,1
DVB,DVE,1
DVB,DVF,1
DVB,EF02,1
DVB,EF03,1
DVB,CP04,1
DVB,CP05,1
DVB,CP06,1
DVB,CP07,1
RIBL,RIGL,1
RIBL,DVC,1
RIBL,RIAL,1
RIBL,RIAR,1
RIBL,RIML,1
RIBL,RIMR,1
RIBL,AVER,1
RIBL,RMED,1
RIBL,RMEV,1
RIBL,SMDDL,1
RIBL,SMDDR,1
RIBL,SMDVR,1
RIBL,CEMVL,1
RIBR,RIGR,1
RIBR,RMGR,1
RIBR,AIBL,1
RIBR,DVC,1
RIBR,PVT,1
RIBR,RIAL,1
RIBR,RIAR,1
RIBR,RIML,1
RIBR,RIMR,1
RIBR,AVEL,1
RIBR,RMDDR,1
RIBR,RMDR,1
RIBR,RMDVR,1
RIBR,RMHL,1
RIBR,SMDVL,1
RIBR,CEMVR,1
RIBR,EF03,1
RIGL,AVKL,1
RIGL,AVKR,1
RIGL,DVC,1
RIGL,PVT,1
RIGL,RIAL,1
RIGL,RIML,1
RIGL,RIMR,1
RIGL,AVER,1
RIGL,RMFL,1
RIGL,AVAR,1
RIGL,RMHR,1
RIGR,AVKL,1
RIGR,DVC,1
RIGR,PVT,1
RIGR,AVEL,1
RIGR,RMFR,1
RIGR,AVAR,1
RIGR,RMHL,1
RIGR,SIBVR,1
RIGR,CEMDR,1
RIGR,CEMVR,1
RMGL,RICR,1
RMGL,AVJL,1
RMGL,RIAR,1
RMGL,AVEL,1
RMGL,RID,1
RMGL,AVBL,1
RMGL,RMDL,1
RMGL,RMDR,1
RMGL,RMDVL,1
RMGL,RIVR,1
RMGL,RMHL,1
RMGL,SMDDR,1
RMGL,SMBVL,1
RMGL,SIBVL,1
RMGL,SIADR,1
RMGR,SAADL,1
RMGR,RIAL,1
RMGR,RMDDL,1
RMGR,RMDR,1
RMGR,RMDVR,1
RMGR,RMHL,1
RMGR,SMDDL,1
RMGR,SMBVR,1
RMGR,SIBVR,1
RMGR,MCMR,1
AIBL,AIBL,1
AIBL,RICR,1
AIBL,SAADL,1
AIBL,SAADR,1
AIBL,AVKR,1
AIBL,DVC,1
AIBL,PVT,1
AIBL,RIML,1
AIBL,RIMR,1
AIBL,AVEL,1
AIBL,RMFR,1
AIBL,AVBL,1
AIBL,SMDDR,1
AIBL,SIBVR,1
AIBL,CEMDR,1
AIBR,RICL,1
AIBR,SAADL,1
AIBR,AVKR,1
AIBR,DVC,1
AIBR,PVT,1
AIBR,RIML,1
AIBR,RIMR,1
AIBR,AVER,1
AIBR,RMFL,1
AIBR,AVBR,1
AIBR,RIVR,1
AIBR,SMDDL,1
AIBR,SMBDL,1
RICL,SAAVR,1
RICL,RIML,1
RICL,AVAL,1
RICL,AVAR,1
RICL,RMHL,1
RICL,SMDDL,1
RICL,SMDDR,1
RICL,SMDVR,1
RICL,CEMVR,1
RICL,MCML,1
RICR,SAAVR,1
RICR,RIAL,1
RICR,RIML,1
RICR,RMFL,1
RICR,AVAL,1
RICR,AVAR,1
RICR,RIVR,1
RICR,SMDDL,1
RICR,SMDDR,1
RICR,SMDVR,1
RICR,SMBDR,1
RICR,SIADR,1
RICR,CEMVR,1
SAADL,AVKL,1
SAADL,AVKR,1
SAADL,RIVR,1
SAADL,SABD,1
SAADL,SMBVL,1
SAADL,VB01,1
SAADR,AVKL,1
SAADR,PVT,1
SAADR,RIAR,1
SAADR,RIVL,1
SAADR,SABD,1
SAADR,SMBVR,1
SAADR,CEMVR,1
SAAVL,AVKL,1
SAAVL,RIML,1
SAAVL,RIMR,1
SAAVL,RMFR,1
SAAVL,AVAL,1
SAAVL,SABVR,1
SAAVL,SMDDR,1
SAAVL,SMBDR,1
SAAVR,AVKR,1
SAAVR,RIML,1
SAAVR,RIMR,1
SAAVR,RMFL,1
SAAVR,AVAR,1
SAAVR,SABVL,1
SAAVR,SMDDL,1
SAAVR,SMDVR,1
SAAVR,SMBDL,1
AVKL,AVKR,1
AVKL,DVC,1
AVKL,PVT,1
AVKL,AVDL,1
AVKL,RIML,1
AVKL,AVEL,1
AVKL,AVAL,1
AVKL,RMHL,1
AVKL,SMDDL,1
AVKL,SMDDR,1
AVKL,DB03,1
AVKL,DB05,1
AVKL,VA09,1
AVKL,VB06,1
AVKL,VB09,1
AVKL,VB10,1
AVKL,CEMVR,1
AVKL,R3AR,1
AVKL,R5AR,1
AVKR,DVC,1
AVKR,PVT,1
AVKR,RIML,1
AVKR,RIMR,1
AVKR,AVER,1
AVKR,RMDR,1
AVKR,SMDDL,1
AVKR,SIAVL,1
AVKR,SIAVR,1
AVKR,R2BL,1
AVKR,R5BL,1
AVKR,CA05,1
AVKR,CA08,1
DVC,PVT,1
DVC,AVL,1
DVC,AVAL,1
DVC,AVAR,1
DVC,SMDVL,1
DVC,DD03,1
DVC,VD08,1
DVC,VD09,1
DVC,CEMVR,1
DVC,SPDL,1
DVC,SPDR,1
DVC,SPVR,1
DVC,PVZ,1
DVC,DVE,1
DVC,DVF,1
DVC,CA03,1
DVC,CA05,1
DVC,CP07,1
AVJL,AVBL,1
AVJL,AVBR,1
AVJL,PVCL,1
AVJL,SABD,1
AVJL,SMBVL,1
AVJL,DD04,1
AVJL,CEMDL,1
AVJL,MCML,1
AVJL,PVX,1
AVJL,CA05,1
AVJL,CA06,1
AVJL,CP04,1
AVJR,AVL,1
AVJR,SABVL,1
AVJR,PVX,1
AVJR,EF02,1
AVJR,CA07,1
AVJR,CP07,1
PVT,AVL,1
PVT,AVEL,1
PVT,RMFR,1
PVT,CEMVR,1
AVDL,RIMR,1
AVDL,AVAL,1
AVDL,AVAR,1
AVDL,PVCR,1
AVDL,SABD,1
AVDL,SABVL,1
AVDL,SABVR,1
AVDL,DA01,1
AVDL,DA02,1
AVDL,DA03,1
AVDL,DA04,1
AVDL,DA05,1
AVDL,DA07,1
AVDL,DA08,1
AVDL,DB06,1
AVDL,AS04,1
AVDL,AS07,1
AVDL,VA03,1
AVDL,VA05,1
AVDL,VA10,1
AVDL,CEMDL,1
AVDL,CEMVR,1
AVDL,PVX,1
AVDR,AVER,1
AVDR,RID,1
AVDR,AVBR,1
AVDR,AVAL,1
AVDR,AVAR,1
AVDR,PVCL,1
AVDR,PVCR,1
AVDR,SABD,1
AVDR,SABVL,1
AVDR,SABVR,1
AVDR,DA01,1
AVDR,DA02,1
AVDR,DA03,1
AVDR,DA04,1
AVDR,DA05,1
AVDR,DA06,1
AVDR,DA07,1
AVDR,DA08,1
AVDR,DB01,1
AVDR,DB06,1
AVDR,AS09,1
AVDR,AS10,1
AVDR,AS11,1
AVDR,VA02,1
AVDR,VA03,1
AVDR,VA05,1
AVDR,VA10,1
AVDR,CEMVL,1
AVDR,MCML,1
AVDR,R1AL,1
AVDR,R1BR,1
AVDR,PVX,1
AVL,RIAL,1
AVL,RMEV,1
AVL,SABD,1
AVL,SABVL,1
AVL,SABVR,1
AVL,DD06,1
AVL,SPVL,1
AVL,DVE,1
AVL,DVF,1
AVL,CA02,1
AVL,CA03,1
AVL,CP05,1
AVL,CP06,1
PVWL,PDB,1
PVWL,R1BR,1
PVWR,VA12,1
PVWR,R1BR,1
PVWR,R7BR,1
PVWR,SPVR,1
PVWR,PVV,1
RIAL,RIAL,1
RIAL,RIAR,1
RIAL,RMDDL,1
RIAL,RMDDR,1
RIAL,RMDL,1
RIAL,RMDR,1
RIAL,RMDVL,1
RIAL,RMDVR,1
RIAL,RIVL,1
RIAL,RIVR,1
RIAL,SMDDL,1
RIAL,SMDDR,1
RIAL,SMDVL,1
RIAL,SMDVR,1
RIAL,SIADR,1
RIAL,SIAVR,1
RIAL,CEMVL,1
RIAR,RIMR,1
RIAR,RMDDL,1
RIAR,RMDDR,1
RIAR,RMDL,1
RIAR,RMDR,1
RIAR,RMDVL,1
RIAR,RMDVR,1
RIAR,RIVL,1
RIAR,RIVR,1
RIAR,SMDDL,1
RIAR,SMDDR,1
RIAR,SMDVL,1
RIAR,SMDVR,1
RIAR,SIADL,1
RIAR,SIADR,1
RIAR,SIAVL,1
RIAR,CEMVR,1
RIML,RMFL,1
RIML,RMFR,1
RIML,AVBL,1
RIML,AVBR,1
RIML,RMDR,1
RIML,RIVR,1
RIML,SMDDL,1
RIML,SMDDR,1
RIML,SMDVL,1
RIML,SMBDL,1
RIML,MCML,1
RIMR,AVEL,1
RIMR,RMFR,1
RIMR,AVBL,1
RIMR,AVBR,1
RIMR,AVAL,1
RIMR,PVCR,1
RIMR,RMDL,1
RIMR,RMDR,1
RIMR,SMDDL,1
RIMR,SMDDR,1
RIMR,SMDVL,1
RIMR,SMDVR,1
AVEL,AVAL,1
AVEL,AVAR,1
AVEL,PVCR,1
AVEL,SABD,1
AVEL,SABVL,1
AVEL,SABVR,1
AVEL,SMDDL,1
AVEL,SMDVL,1
AVEL,DA01,1
AVEL,DA02,1
AVEL,DA03,1
AVEL,DB03,1
AVEL,AS01,1
AVEL,VA01,1
AVEL,VA03,1
AVEL,CEMVR,1
AVER,AVAL,1
AVER,AVAR,1
AVER,SABD,1
AVER,SABVL,1
AVER,SABVR,1
AVER,SIBVR,1
AVER,DA01,1
AVER,DA02,1
AVER,DA03,1
AVER,DB03,1
AVER,AS01,1
AVER,AS02,1
AVER,AS03,1
AVER,VA01,1
AVER,VA02,1
AVER,VA03,1
AVER,VA04,1
RMFL,RIVR,1
RMFL,SIBDL,1
RMFR,SIBVR,1
RID,PVCL,1
RID,CEMVL,1
RID,MCML,1
AVBL,AVBR,1
AVBL,AVAL,1
AVBL,AVAR,1
AVBL,PVCL,1
AVBL,PVCR,1
AVBL,AS04,1
AVBL,AS05,1
AVBL,AS09,1
AVBL,AS10,1
AVBL,VA02,1
AVBL,VB09,1
AVBL,CEMDL,1
AVBL,CEMVL,1
AVBL,CEMVR,1
AVBL,MCML,1
AVBL,MCMR,1
AVBL,R2AL,1
AVBL,PVX,1
AVBL,PVY,1
AVBR,AVAL,1
AVBR,PVCL,1
AVBR,PVCR,1
AVBR,DA03,1
AVBR,AS01,1
AVBR,AS03,1
AVBR,AS04,1
AVBR,AS07,1
AVBR,AS10,1
AVBR,VA03,1
AVBR,VA04,1
AVBR,VA10,1
AVBR,VB11,1
AVBR,CEMDL,1
AVBR,CEMDR,1
AVBR,CEMVR,1
AVBR,MCMR,1
AVBR,R2AL,1
AVBR,R2AR,1
AVBR,PVV,1
AVBR,PVX,1
AVBR,PVY,1
AVBR,EF01,1
AVBR,EF03,1
AVBR,CP05,1
AVAL,AVAR,1
AVAL,PVCL,1
AVAL,PVCR,1
AVAL,RMHL,1
AVAL,SABVL,1
AVAL,DA01,1
AVAL,DA02,1
AVAL,DA03,1
AVAL,DA04,1
AVAL,DA05,1
AVAL,DA06,1
AVAL,DA07,1
AVAL,DA08,1
AVAL,DA09,1
AVAL,DB06,1
AVAL,AS02,1
AVAL,AS04,1
AVAL,AS05,1
AVAL,AS07,1
AVAL,AS08,1
AVAL,AS09,1
AVAL,AS10,1
AVAL,AS11,1
AVAL,DD05,1
AVAL,VA01,1
AVAL,VA02,1
AVAL,VA03,1
AVAL,VA04,1
AVAL,VA05,1
AVAL,VA06,1
AVAL,VA07,1
AVAL,VA08,1
AVAL,VA09,1
AVAL,VA10,1
AVAL,VA11,1
AVAL,VA12,1
AVAL,VB05,1
AVAL,VB06,1
AVAL,VB11,1
AVAL,CEMVR,1
AVAL,R1AL,1
AVAL,R1BR,1
AVAL,R3AL,1
AVAL,R3AR,1
AVAL,R3BR,1
AVAL,PCAR,1
AVAL,PVV,1
AVAL,PVX,1
AVAL,PVY,1
AVAR,PVCL,1
AVAR,PVCR,1
AVAR,SABVR,1
AVAR,SIBDL,1
AVAR,DA01,1
AVAR,DA02,1
AVAR,DA03,1
AVAR,DA04,1
AVAR,DA05,1
AVAR,DA06,1
AVAR,DA07,1
AVAR,DA08,1
AVAR,DA09,1
AVAR,DB02,1
AVAR,DB03,1
AVAR,DB06,1
AVAR,AS01,1
AVAR,AS02,1
AVAR,AS04,1
AVAR,AS05,1
AVAR,AS06,1
AVAR,AS07,1
AVAR,AS08,1
AVAR,AS09,1
AVAR,AS10,1
AVAR,AS11,1
AVAR,VA02,1
AVAR,VA03,1
AVAR,VA04,1
AVAR,VA05,1
AVAR,VA06,1
AVAR,VA07,1
AVAR,VA08,1
AVAR,VA09,1
AVAR,VA10,1
AVAR,VA11,1
AVAR,VA12,1
AVAR,VB06,1
AVAR,CEMDR,1
AVAR,R1AL,1
AVAR,R1BR,1
AVAR,R3AL,1
AVAR,R3AR,1
AVAR,R5BR,1
AVAR,PVV,1
AVAR,PVX,1
PVCL,PVCR,1
PVCL,SIAVL,1
PVCL,DA06,1
PVCL,DA07,1
PVCL,DA08,1
PVCL,DB02,1
PVCL,DB03,1
PVCL,DB04,1
PVCL,DB06,1
PVCL,DB07,1
PVCL,AS01,1
PVCL,AS02,1
PVCL,AS11,1
PVCL,VA12,1
PVCL,VB05,1
PVCL,VB08,1
PVCL,VB10,1
PVCL,VB11,1
PVCL,MCML,1
PVCL,R5BR,1
PVCL,R9AL,1
PVCL,R9BL,1
PVCL,PVV,1
PVCR,SIBVR,1
PVCR,SIAVR,1
PVCR,DA08,1
PVCR,DB02,1
PVCR,DB03,1
PVCR,DB04,1
PVCR,DB06,1
PVCR,DB07,1
PVCR,VA12,1
PVCR,VB08,1
PVCR,VB09,1
PVCR,VB10,1
PVCR,VB11,1
PVCR,MCMR,1
PVCR,R1BR,1
PVCR,R9BR,1
PVCR,EF02,1
RIPL,URADL,1
RIPL,URAVL,1
RIPR,URADR,1
RIPR,URAVR,1
RIPR,RMDVL,1
RIPR,CEMVR,1
RIPR,MCMR,1
URADR,RMER,1
URAVL,RMEL,1
URAVL,RMEV,1
URAVR,RMER,1
RMEL,RMEL,1
RMEL,RMHL,1
RMER,RMER,1
RMER,RMDR,1
RMED,RMDVL,1
RMED,SMDDL,1
RMED,SMDDR,1
RMED,SMDVL,1
RMED,SMDVR,1
RMED,SMBDL,1
RMEV,RMDDR,1
RMEV,SMDVL,1
RMDDL,RMDR,1
RMDDL,RMDVR,1
RMDDL,RIVR,1
RMDDL,SMDVR,1
RMDDR,RMDVL,1
RMDDR,RIVL,1
RMDDR,SMDVL,1
RMDDR,SMBDR,1
RMDDR,MCMR,1
RMDL,RMDL,1
RMDL,RMDR,1
RMDL,RMHR,1
RMDR,RMHL,1
RMDR,RMHR,1
RMDR,SMDDR,1
RMDR,SMBVL,1
RMDR,SMBVR,1
RMDR,SIADR,1
RMDVL,RIVL,1
RMDVL,RMHL,1
RMDVL,SMDVL,1
RMDVR,RIVR,1
RMDVR,SMBVL,1
RIVL,RIVR,1
RIVL,SMDDR,1
RIVL,SIAVR,1
RIVR,RIVR,1
RIVR,SMDVR,1
RIVR,SMBVL,1
RIVR,SIAVL,1
RMHL,SMBVR,1
RMHL,CEMVR,1
SMDDL,SMDDR,1
SMDDL,SMDVL,1
SMDDL,SMDVR,1
SMDDL,SMBDL,1
SMDDL,SIBDL,1
SMDDL,SIADL,1
SMDDR,SMDVL,1
SMDDR,SMBDR,1
SMDDR,SIBDR,1
SMDDR,SIADR,1
SMDVL,SMDVL,1
SMDVL,SMDVR,1
SMDVL,SIBVL,1
SMDVL,SIAVR,1
SMDVL,CEMVR,1
SMDVR,SIBVR,1
SMDVR,SIAVL,1
SMBDL,SMBDR,1
SMBDL,SMBVL,1
SMBDL,SIADL,1
SMBDL,SIAVL,1
SMBDR,SMBDR,1
SMBDR,SMBVR,1
SMBDR,SIADR,1
SMBDR,SIAVR,1
SMBDR,CEMDL,1
SMBVL,SIBVL,1
SMBVL,SIAVL,1
SMBVL,MCML,1
SMBVR,SIAVR,1
SMBVR,EF03,1
SIBDL,SIADL,1
SIBDR,SIADR,1
SIBVL,SIAVR,1
SIBVR,SIAVL,1
SIAVL,MCML,1
DA01,DB01,1
DA01,AS01,1
DA01,DD01,1
DA01,VD02,1
DA02,DA03,1
DA02,DB01,1
DA02,DB02,1
DA02,AS02,1
DA02,DD01,1
DA02,VA01,1
DA02,VD02,1
DA02,VD03,1
DA03,DA04,1
DA03,DB02,1
DA03,DB03,1
DA03,AS03,1
DA03,AS04,1
DA03,DD02,1
DA03,VD03,1
DA03,VD04,1
DA04,DA05,1
DA04,DB02,1
DA04,DB03,1
DA04,DD02,1
DA04,VD04,1
DA04,VD05,1
DA04,PVX,1
DA05,DB03,1
DA05,DB04,1
DA05,VD05,1
DA05,VD06,1
DA06,DA07,1
DA06,DB05,1
DA06,DD03,1
DA06,VD04,1
DA06,VD05,1
DA06,VD06,1
DA06,VD07,1
DA06,PVX,1
DA07,DA08,1
DA07,DB05,1
DA07,DB06,1
DA07,DD04,1
DA07,VA09,1
DA07,VD07,1
DA07,VD08,1
DA07,VD09,1
DA08,DA09,1
DA08,DB05,1
DA08,DB06,1
DA08,DB07,1
DA08,AS11,1
DA08,DD05,1
DA08,DD06,1
DA08,VA12,1
DA08,VD08,1
DA08,VD09,1
DA08,VD10,1
DA08,VD11,1
DA08,VD12,1
DA08,VD13,1
DA08,PDC,1
DA08,CP07,1
DA09,PDA,1
DA09,DB06,1
DA09,DB07,1
DA09,AS11,1
DA09,PDB,1
DA09,DD06,1
DA09,VA12,1
DA09,VB06,1
DA09,VD12,1
DA09,VD13,1
DA09,R1AL,1
DA09,R1BR,1
DA09,R3AL,1
DA09,R3BR,1
PDA,AS11,1
PDA,DD06,1
PDA,VD13,1
PDA,PDC,1
DB01,AS01,1
DB01,AS02,1
DB01,DD01,1
DB01,VD02,1
DB01,VD03,1
DB02,AS03,1
DB02,AS04,1
DB02,DD01,1
DB02,DD02,1
DB02,VD03,1
DB02,VD04,1
DB03,AS04,1
DB03,AS05,1
DB03,DD02,1
DB03,VD04,1
DB03,VD05,1
DB03,VD06,1
DB04,AS06,1
DB04,VA09,1
DB04,VD06,1
DB05,AS07,1
DB05,AS08,1
DB05,DD03,1
DB05,VA09,1
DB05,VA10,1
DB05,VB07,1
DB05,VD04,1
DB05,VD05,1
DB05,VD06,1
DB05,VD07,1
DB06,AS08,1
DB06,AS09,1
DB06,VA12,1
DB06,VD07,1
DB06,VD08,1
DB06,PVX,1
DB07,AS10,1
DB07,AS11,1
DB07,PDB,1
DB07,VA12,1
DB07,VD08,1
DB07,VD13,1
DB07,R3BR,1
DB07,R9BL,1
DB07,R9BR,1
DB07,PVX,1
DB07,PVY,1
AS01,AS01,1
AS01,DD01,1
AS01,VA06,1
AS01,VA07,1
AS01,VD01,1
AS01,VD02,1
AS02,DD01,1
AS02,VA06,1
AS02,VA07,1
AS02,VA08,1
AS02,VD02,1
AS03,VA07,1
AS03,VA08,1
AS03,VD03,1
AS04,DD02,1
AS04,VA08,1
AS04,VD04,1
AS05,AS05,1
AS05,VA08,1
AS05,VD05,1
AS06,VD06,1
AS07,VD07,1
AS08,VD08,1
AS08,PVX,1
AS09,VD09,1
AS10,VD10,1
AS10,VD11,1
AS11,PDB,1
AS11,VD12,1
AS11,VD13,1
AS11,R1AL,1
AS11,R3AL,1
AS11,R4AR,1
AS11,R4BR,1
AS11,R5BR,1
AS11,R6AR,1
AS11,R7BR,1
AS11,PVX,1
AS11,PDC,1
AS11,CP07,1
AS11,CP09,1
PDB,PDB,1
PDB,DD06,1
PDB,VD13,1
PDB,R1BL,1
PDB,R1BR,1
PDB,R2BR,1
PDB,R3BL,1
PDB,R4BL,1
PDB,R4BR,1
PDB,R5AL,1
PDB,R5AR,1
PDB,R5BR,1
PDB,R6AL,1
PDB,R6AR,1
PDB,R7AL,1
PDB,R7AR,1
PDB,R7BL,1
PDB,R7BR,1
PDB,R8BL,1
PDB,R9AL,1
PDB,R9AR,1
PDB,R9BL,1
PDB,R9BR,1
PDB,PHDL,1
PDB,HOA,1
PDB,HOB,1
PDB,PCAL,1
PDB,PCAR,1
PDB,SPCR,1
PDB,PVY,1
PDB,DVE,1
PDB,DX03,1
PDB,EF02,1
PDB,EF03,1
PDB,PDC,1
PDB,PGA,1
PDB,CA05,1
PDB,CA07,1
PDB,CP07,1
PDB,CP08,1
PDB,CP09,1
DD01,VA01,1
DD01,VA02,1
DD01,VA03,1
DD01,VB01,1
DD01,VB02,1
DD01,VD01,1
DD01,VD02,1
DD01,VD03,1
DD02,VA03,1
DD02,VA04,1
DD02,VA05,1
DD02,VB02,1
DD02,VB03,1
DD02,VB04,1
DD02,VD03,1
DD02,VD04,1
DD03,VB04,1
DD03,VB05,1
DD03,VB07,1
DD03,PVZ,1
DD04,VA10,1
DD04,VB06,1
DD04,VB07,1
DD04,VD08,1
DD04,PVZ,1
DD04,DVF,1
DD04,CA03,1
DD04,CP04,1
DD04,CP05,1
DD05,VA10,1
DD05,VA12,1
DD05,VB07,1
DD05,VB08,1
DD05,VB09,1
DD05,VD10,1
DD05,SPVR,1
DD05,PVZ,1
DD05,CA03,1
DD05,CA05,1
DD05,CA08,1
DD05,CP04,1
DD06,VA11,1
DD06,VA12,1
DD06,VB09,1
DD06,VB10,1
DD06,VB11,1
DD06,VD11,1
DD06,VD12,1
DD06,R1BR,1
DD06,R2AL,1
DD06,R2AR,1
DD06,R3AL,1
DD06,R8BR,1
DD06,SPDL,1
DD06,SPDR,1
DD06,SPVL,1
DD06,SPVR,1
DD06,PVV,1
DD06,PVX,1
DD06,PVY,1
DD06,PVZ,1
DD06,DVF,1
DD06,EF01,1
DD06,PDC,1
DD06,CA06,1
DD06,CP04,1
VA01,VA02,1
VA01,VB01,1
VA01,VD01,1
VA02,VA03,1
VA02,VB01,1
VA02,VB02,1
VA02,VD01,1
VA02,VD02,1
VA03,VA04,1
VA03,VB01,1
VA03,VB02,1
VA03,VB03,1
VA03,VD02,1
VA03,VD03,1
VA04,VB01,1
VA04,VB03,1
VA04,VB04,1
VA04,VD04,1
VA05,VA06,1
VA05,VB03,1
VA05,VB04,1
VA05,VD05,1
VA06,VB04,1
VA06,VB05,1
VA06,VD05,1
VA06,VD06,1
VA07,VB06,1
VA07,VD06,1
VA07,VD07,1
VA08,VB06,1
VA08,VD07,1
VA08,VD08,1
VA09,VA10,1
VA09,VB07,1
VA09,VB08,1
VA09,VB09,1
VA09,VD08,1
VA09,VD09,1
VA09,VD10,1
VA09,VD11,1
VA10,VA12,1
VA10,VB07,1
VA10,VB08,1
VA10,VB09,1
VA10,VD08,1
VA10,VD09,1
VA10,PVZ,1
VA10,CA08,1
VA10,CP04,1
VA11,VA12,1
VA11,VB09,1
VA11,VB10,1
VA11,VD10,1
VA11,VD11,1
VA11,VD12,1
VA11,PVV,1
VA11,PVY,1
VA11,PVZ,1
VA12,VB07,1
VA12,VB08,1
VA12,VB09,1
VA12,VB10,1
VA12,VB11,1
VA12,VD09,1
VA12,VD10,1
VA12,VD11,1
VA12,VD12,1
VA12,VD13,1
VA12,R1BR,1
VA12,R3AL,1
VA12,PVV,1
VA12,PVZ,1
VB01,VD01,1
VB01,VD02,1
VB01,VD05,1
VB02,VD02,1
VB02,VD03,1
VB03,VD03,1
VB03,VD04,1
VB04,VD04,1
VB04,VD05,1
VB05,VD06,1
VB06,VB07,1
VB06,VB09,1
VB06,VD06,1
VB06,VD07,1
VB06,VD09,1
VB06,VD11,1
VB06,PVZ,1
VB07,VB08,1
VB07,VD07,1
VB07,VD08,1
VB07,VD09,1
VB07,PVZ,1
VB08,VB09,1
VB08,VB10,1
VB08,VD09,1
VB08,VD10,1
VB08,PVZ,1
VB08,CP04,1
VB09,VB10,1
VB09,VD10,1
VB09,VD11,1
VB09,R7AR,1
VB10,VB11,1
VB10,VD11,1
VB10,VD12,1
VB10,R7AR,1
VB10,PVV,1
VB10,PVY,1
VB10,CA08,1
VB11,VD13,1
VB11,PVV,1
VB11,PVY,1
VD08,PVZ,1
VD09,SPVL,1
VD09,PVZ,1
VD09,CA08,1
VD10,SPVL,1
VD10,SPVR,1
VD10,PVV,1
VD10,PVZ,1
VD10,CA08,1
VD11,R2AL,1
VD11,SPVL,1
VD11,SPVR,1
VD11,PVV,1
VD11,PVZ,1
VD11,DVF,1
VD12,VD13,1
VD12,R3AR,1
VD12,R5AR,1
VD12,SPDL,1
VD12,SPVL,1
VD12,PVV,1
VD12,PVZ,1
VD12,DVF,1
VD12,PDC,1
VD12,CP08,1
VD13,VD13,1
VD13,PVV,1
VD13,PVY,1
VD13,PVZ,1
VD13,PDC,1
CEMDR,CEMDR,1
CEMVL,CEMVL,1
CEMVL,MCML,1
CEMVR,MCMR,1
CEMVR,EF02,1
CEMVR,EF03,1
MCMR,MCMR,1
MCMR,EF02,1
MCMR,EF03,1
R1AL,R1AL,1
R1AL,R1BL,1
R1AL,R2AL,1
R1AL,R2BL,1
R1AL,R3AL,1
R1AL,R3AR,1
R1AL,R3BL,1
R1AL,R4AL,1
R1AL,R4BL,1
R1AL,R7BL,1
R1AL,PVV,1
R1AR,R1BR,1
R1AR,R2AR,1
R1AR,R3BR,1
R1AR,R4AR,1
R1AR,R6AR,1
R1BL,R2AL,1
R1BL,R2BL,1
R1BL,R3AL,1
R1BL,R3BL,1
R1BL,R4AL,1
R1BL,R5AL,1
R1BL,R6BL,1
R1BL,PVV,1
R1BR,R1BR,1
R1BR,R2AR,1
R1BR,R2BR,1
R1BR,R3BL,1
R1BR,R3BR,1
R1BR,R4AR,1
R1BR,R5BR,1
R1BR,R6AR,1
R1BR,R6BL,1
R1BR,R6BR,1
R1BR,R7BL,1
R1BR,R7BR,1
R1BR,R9AR,1
R1BR,R9BL,1
R1BR,R9BR,1
R1BR,PCAR,1
R1BR,PVV,1
R1BR,PVX,1
R1BR,PVY,1
R1BR,PVZ,1
R1BR,DVE,1
R1BR,EF02,1
R1BR,EF03,1
R1BR,PDC,1
R1BR,CP09,1
R2AL,R2AL,1
R2AL,R2AR,1
R2AL,R3AL,1
R2AL,R4AL,1
R2AL,R5BL,1
R2AL,HOA,1
R2AL,PVX,1
R2AL,EF01,1
R2AL,CP07,1
R2AL,CP08,1
